game_id	identifier	name	description
217	quick-claw	R2FycmEgUsOhcGlkYQ==	R2FycmEgbGlnZXJhIHkgYWZpbGFkYSBxdWUgcGVybWl0ZSBxdWUgZWwgUG9rw6ltb24KcXVlIGxhIGxsZXZlIGF0YXF1ZSBhIHZlY2VzIGVsIHByaW1lcm8u
218	soothe-bell	Q2FzY2FiZWwgQWxpdmlv	VW5hIGNhbXBhbmEgY29uIHVuIHRhw7FpZG8gY2FsbWFudGUgcXVlCnJlY29uZm9ydGEgYWwgUG9rw6ltb24gcXVlIGxhIGxsZXZhIHkgbG8gdnVlbHZlCm3DoXMgYW1pc3Rvc28u
219	mental-herb	SGllcmJhIE1lbnRhbA==	RWwgUG9rw6ltb24gcXVlIGxhIGxsZXZhIHNlIGxpYmVyYSBkZWwgZWZlY3RvIGRlCm1vdmltaWVudG9zIHF1ZSByZXN0cmluZ2VuIHN1cyBhY2Npb25lcy4gU29sbwpwdWVkZSB1c2Fyc2UgdW5hIHZlei4=
220	choice-band	Q2ludGEgRWxlY2Npw7Nu	QXVtZW50YSBsYSBwb3RlbmNpYSBkZSBsb3MgYXRhcXVlcyBmw61zaWNvcyBkZWwKUG9rw6ltb24gcXVlIGxhIGxsZXZhLCBwZXJvIHNvbG8gbGUgcGVybWl0ZSB1c2FyCnVuIG1vdmltaWVudG8u
221	kings-rock	Um9jYSBkZWwgUmV5	RWwgUG9rw6ltb24gcXVlIGxhIGxsZXZhIHB1ZWRlIGhhY2VyIHJldHJvY2VkZXIgYWwKUG9rw6ltb24gYWwgcXVlIGxlIGluZmxpZ2UgZGHDsW8u
222	silver-powder	UG9sdm8gUGxhdGE=	UG9sdm8gZGUgYnJpbGxvIGFyZ8OpbnRlbyBxdWUgZm9ydGFsZWNlIGxvcyBhdGFxdWVzCmRlIHRpcG8gQmljaG8uIERlYmUgbGxldmFybG8gdW4gUG9rw6ltb24u
223	amulet-coin	TW9uZWRhIEFtdWxldG8=	U2kgZWwgUG9rw6ltb24gcXVlIGxhIGxsZXZhIGx1Y2hhIGVuIHVuIGNvbWJhdGUsCmR1cGxpY2EgbGFzIGdhbmFuY2lhcy4=
224	cleanse-tag	QW11bGV0bw==	U2kgbG8gbGxldmEgZWwgcHJpbWVyIFBva8OpbW9uIGRlbCBlcXVpcG8sIHNlIHJlZHVjZQpsYSBwcm9iYWJpbGlkYWQgZGUgcXVlIHNlIGFjZXJxdWVuIFBva8OpbW9uCnNhbHZhamVzLg==
225	soul-dew	Um9jw61vIEJvbmRhZA==	VW4gb3JiZSBmYW50w6FzdGljbyBxdWUgZGViZSBsbGV2YXIgTGF0aW9zIG8gTGF0aWFzLgpQb3RlbmNpYSBsb3MgbW92aW1pZW50b3MgZGUgdGlwbyBQc8OtcXVpY28geSBEcmFnw7NuLg==
226	deep-sea-tooth	RGllbnRlIE1hcmlubw==	VGllbmUgZWwgYnJpbGxvIGFmaWxhZG8gZGUgbGEgcGxhdGEgeSBkZWJlIGxsZXZhcmxvCkNsYW1wZXJsLiBTdWJlIGVsIEF0YXF1ZSBFc3BlY2lhbC4=
227	deep-sea-scale	RXNjYW1hIE1hcmluYQ==	VGllbmUgdW4gZMOpYmlsIGJyaWxsbyByb3NhZG8geSBkZWJlIGxsZXZhcmxhCkNsYW1wZXJsLiBTdWJlIGxhIERlZmVuc2EgRXNwZWNpYWwu
228	smoke-ball	Qm9sYSBkZSBIdW1v	RGViZSBsbGV2YXJsYSB1biBQb2vDqW1vbi4gUGVybWl0ZSBodWlyIHNpZW1wcmUKZGUgY29tYmF0ZXMgY29udHJhIFBva8OpbW9uIHNhbHZhamVzLg==
229	everstone	UGllZHJhIEV0ZXJuYQ==	RWwgUG9rw6ltb24gcXVlIGxsZXZhIGVzdGEgcGllZHJhIG3DoWdpY2Egbm8KZXZvbHVjaW9uYS4=
230	focus-band	Q2ludGEgQWd1YW50ZQ==	RWwgUG9rw6ltb24gcXVlIGxhIGxsZXZhIHB1ZWRlIHJlc2lzdGlyIHVuIGdvbHBlCnF1ZSBwb3RlbmNpYWxtZW50ZSBsbyBkZWphcsOtYSBLLiBPLiB5IHNlIHF1ZWRhCmNvbiAxIFBTLg==
231	lucky-egg	SHVldm8gU3VlcnRl	RXMgdW4gaHVldm8gbGxlbm8gZGUgZmVsaWNpZGFkIHF1ZSB0ZSBoYWNlIGdhbmFyClB1bnRvcyBkZSBFeHBlcmllbmNpYSBleHRyYSBlbiBjb21iYXRlLiBEZWJlCmxsZXZhcmxvIHVuIFBva8OpbW9uLg==
232	scope-lens	UGVyaXNjb3Bpbw==	U3UgbGVudGUgYXVtZW50YSBsYSBwcm9iYWJpbGlkYWQgcXVlIHRpZW5lIGVsClBva8OpbW9uIHF1ZSBsbyBsbGV2YSBkZSBjb25zZWd1aXIgdW4gZ29scGUKY3LDrXRpY28u
233	metal-coat	UmV2ZXN0LiBNZXTDoWxpY28=	UGVsw61jdWxhIG1ldMOhbGljYSBxdWUgZm9ydGFsZWNlIGxvcyBhdGFxdWVzIGRlCnRpcG8gQWNlcm8uIERlYmUgbGxldmFybG8gdW4gUG9rw6ltb24u
234	leftovers	UmVzdG9z	RXN0ZSBvYmpldG8gcmVzdGF1cmEgZ3JhZHVhbG1lbnRlIGR1cmFudGUgZWwKY29tYmF0ZSBsb3MgUFMgZGVsIFBva8OpbW9uIHF1ZSBsbyBsbGV2YS4=
235	dragon-scale	RXNjYW1hIERyYWfDs24=	VW5hIGdydWVzYSB5IHJlc2lzdGVudGUgZXNjYW1hIHF1ZSBwdWVkZW4KbGxldmFyIGxvcyBQb2vDqW1vbiBkZSB0aXBvIERyYWfDs24gY3VhbmRvIHNvbgpjYXB0dXJhZG9zLg==
236	light-ball	Qm9sYSBMdW1pbm9zYQ==	QXNvbWJyb3NhIGVzZmVyYSBxdWUgZGViZSBsbGV2YXIgUGlrYWNodSB5IHF1ZQphdW1lbnRhIHN1IEF0YXF1ZSB5IHN1IEF0YXF1ZSBFc3BlY2lhbC4=
237	soft-sand	QXJlbmEgRmluYQ==	RGViZSBsbGV2YXJsYSB1biBQb2vDqW1vbi4gTGEgc3VhdmlkYWQgZGUgbGEgYXJlbmEKZm9ydGFsZWNlIGxvcyBtb3ZpbWllbnRvcyBkZSB0aXBvIFRpZXJyYS4=
238	hard-stone	UGllZHJhIER1cmE=	RGViZSBsbGV2YXJsYSB1biBQb2vDqW1vbi4gTGEgcm9idXN0ZXogZGUgbGEgcGllZHJhCmZvcnRhbGVjZSBsb3MgbW92aW1pZW50b3MgZGUgdGlwbyBSb2NhLg==
239	miracle-seed	U2VtaWxsYSBNaWxhZ3Jv	RGViZSBsbGV2YXJsYSB1biBQb2vDqW1vbi4gTGEgdml0YWxpZGFkIGRlIGxhIHNlbWlsbGEKZm9ydGFsZWNlIGxvcyBtb3ZpbWllbnRvcyBkZSB0aXBvIFBsYW50YS4=
240	black-glasses	R2FmYXMgZGUgU29s	RGViZSBsbGV2YXJsYXMgdW4gUG9rw6ltb24uIEZvcnRhbGVjZW4gbG9zCm1vdmltaWVudG9zIGRlIHRpcG8gU2luaWVzdHJvLg==
241	black-belt	Q2ludHVyw7NuIE5lZ3Jv	RGViZSBsbGV2YXJsbyB1biBQb2vDqW1vbi4gQXVtZW50YSBsYQpjb25jZW50cmFjacOzbiB5IGZvcnRhbGVjZSBsb3MgbW92aW1pZW50b3MKZGUgdGlwbyBMdWNoYS4=
242	magnet	SW3DoW4=	RGViZSBsbGV2YXJsbyB1biBQb2vDqW1vbi4gU3UgcG90ZW50ZSBtYWduZXRpc21vCmZvcnRhbGVjZSBsb3MgbW92aW1pZW50b3MgZGUgdGlwbyBFbMOpY3RyaWNvLg==
243	mystic-water	QWd1YSBNw61zdGljYQ==	R2VtYSBjb24gZm9ybWEgZGUgZ290YSBkZSBhZ3VhIHF1ZSBmb3J0YWxlY2UKbG9zIG1vdmltaWVudG9zIGRlIHRpcG8gQWd1YS4gRGViZSBsbGV2YXJsYSB1bgpQb2vDqW1vbi4=
244	sharp-beak	UGljbyBBZmlsYWRv	UGljbyBsYXJnbyB5IGFmaWxhZG8gcXVlIGF1bWVudGEgbGEgcG90ZW5jaWEgZGUKbG9zIG1vdmltaWVudG9zIGRlIHRpcG8gVm9sYWRvci4gRGViZSBsbGV2YXJsbyB1bgpQb2vDqW1vbi4=
245	poison-barb	RmxlY2hhIFZlbmVub3Nh	RmxlY2hhIHZlbmVub3NhIHF1ZSByZWZ1ZXJ6YSBsb3MgbW92aW1pZW50b3MgZGUKdGlwbyBWZW5lbm8uIERlYmUgbGxldmFybGEgdW4gUG9rw6ltb24u
246	never-melt-ice	SGllbG8gUGVycGV0dW8=	RnJhZ21lbnRvIGRlIGhpZWxvIHF1ZSByZXBlbGUgZWwgY2Fsb3IgeSBmb3J0YWxlY2UKbG9zIG1vdmltaWVudG9zIGRlIHRpcG8gSGllbG8uIERlYmUgbGxldmFybG8gdW4KUG9rw6ltb24u
247	spell-tag	SGVjaGl6bw==	TWlzdGVyaW9zbyB5IHNpbmllc3RybyBvYmpldG8gcXVlIHBvdGVuY2lhIGxvcwptb3ZpbWllbnRvcyBkZSB0aXBvIEZhbnRhc21hLiBEZWJlIGxsZXZhcmxvIHVuClBva8OpbW9uLg==
248	twisted-spoon	Q3VjaGFyYSBUb3JjaWRh	Q3VjaGFyYSBpbWJ1aWRhIGRlIGVuZXJnw61hIHRlbGVxdWluw6l0aWNhIHF1ZQpwb3RlbmNpYSBsb3MgbW92aW1pZW50b3MgZGUgdGlwbyBQc8OtcXVpY28uCkRlYmUgbGxldmFybGEgdW4gUG9rw6ltb24u
249	charcoal	Q2FyYsOzbg==	QWN0w7phIGNvbW8gY29tYnVzdGlibGUgeSBwb3RlbmNpYSBsb3MKbW92aW1pZW50b3MgZGUgdGlwbyBGdWVnby4gRGViZSBsbGV2YXJsbwp1biBQb2vDqW1vbi4=
250	dragon-fang	Q29sbWlsbG8gZGUgRHJhZ8Ozbg==	Q29sbWlsbG8gZGUgZ3JhbiBkdXJlemEgcXVlIHJlZnVlcnphIGxvcwptb3ZpbWllbnRvcyBkZSB0aXBvIERyYWfDs24uIERlYmUgbGxldmFybG8KdW4gUG9rw6ltb24u
251	silk-scarf	UGHDsXVlbG8gZGUgU2VkYQ==	TGEgZGVsaWNhZGV6YSBkZWwgcGHDsXVlbG8gZm9ydGFsZWNlIGxvcwptb3ZpbWllbnRvcyBkZSB0aXBvIE5vcm1hbC4gRGViZSBsbGV2YXJsbwp1biBQb2vDqW1vbi4=
252	up-grade	TWVqb3Jh	UGVjdWxpYXIgZGlzcG9zaXRpdm8gZmFicmljYWRvIGVuIFNpbHBoIFMuIEEuIHF1ZQpjb250aWVuZSB0b2RvIHRpcG8gZGUgZGF0b3Mu
253	shell-bell	Q2FzY2FiZWwgQ29uY2hh	RGViZSBsbGV2YXJsYSB1biBQb2vDqW1vbi4gQ2FkYSB2ZXogcXVlIGVzdGUKaW5mbGlnZSBkYcOxbywgcmVjdXBlcmEgYWxndW5vcyBQUy4=
254	sea-incense	SW5jaWVuc28gTWFyaW5v	VGllbmUgdW4gY3VyaW9zbyBhcm9tYSBxdWUgcG90ZW5jaWEgbG9zCm1vdmltaWVudG9zIGRlIHRpcG8gQWd1YS4gRGViZSBsbGV2YXJsbyB1bgpQb2vDqW1vbi4=
255	lax-incense	SW5jaWVuc28gU3VhdmU=	RGViZSBsbGV2YXJsbyB1biBQb2vDqW1vbi4gU3UgcGVjdWxpYXIgYXJvbWEKcmVkdWNlIGxhIFByZWNpc2nDs24gZGVsIG9iamV0aXZvLg==
256	lucky-punch	UHXDsW8gU3VlcnRl	VW4gcGFyIGRlIGd1YW50ZXMgcXVlIGRlYmUgbGxldmFyIENoYW5zZXkuClBvdGVuY2lhbiBtdWNobyBzdSDDrW5kaWNlIGRlIGdvbHBlIGNyw610aWNvLg==
257	metal-powder	UG9sdm8gTWV0w6FsaWNv	RGViZSBsbGV2YXJsbyBEaXR0by4gRXMgdW4gcG9sdm8gbXV5IGZpbm8sIHBlcm8gYQpsYSB2ZXogcG9kZXJvc28sIHF1ZSBhdW1lbnRhIHN1IERlZmVuc2Eu
258	thick-club	SHVlc28gR3J1ZXNv	VW4gZXh0cmHDsW8gdGlwbyBkZSBodWVzbyBxdWUgcG90ZW5jaWEgbG9zCmF0YXF1ZXMgZsOtc2ljb3MgZGUgQ3Vib25lIHkgTWFyb3dhayBjdWFuZG8KbG8gbGxldmFuLg==
259	stick	UHVlcnJv	RXMgdW4gcHVlcnJvIG11eSBsYXJnbyBxdWUgZGViZSBsbGV2YXIgRmFyZmV0Y2jigJlkLgpBdW1lbnRhIG11Y2hvIGxhIHByb2JhYmlsaWRhZCBkZSBxdWUgbG9ncmUgdW4KZ29scGUgY3LDrXRpY28u
260	red-scarf	UGHDsXVlbG8gUm9qbw==	RGViZSBsbGV2YXJsbyB1biBQb2vDqW1vbi4gQXVtZW50YSBlbCBjYXJpc21hCmVuIGxvcyBjb25jdXJzb3Mu
261	blue-scarf	UGHDsXVlbG8gQXp1bA==	RGViZSBsbGV2YXJsbyB1biBQb2vDqW1vbi4gQXVtZW50YSBsYSBiZWxsZXphIGVuCmxvcyBjb25jdXJzb3Mu
262	pink-scarf	UGHDsXVlbG8gUm9zYQ==	RGViZSBsbGV2YXJsbyB1biBQb2vDqW1vbi4gQXVtZW50YSBsYSBkdWx6dXJhIGVuCmxvcyBjb25jdXJzb3Mu
263	green-scarf	UGHDsXVlbG8gVmVyZGU=	RGViZSBsbGV2YXJsbyB1biBQb2vDqW1vbi4gQXVtZW50YSBlbCBpbmdlbmlvIGVuCmxvcyBjb25jdXJzb3Mu
264	yellow-scarf	UGHDsXVlbG8gQW1hcmlsbG8=	RGViZSBsbGV2YXJsbyB1biBQb2vDqW1vbi4gQXVtZW50YSBsYSBkdXJlemEgZW4KbG9zIGNvbmN1cnNvcy4=
265	wide-lens	THVwYQ==	RGViZSBsbGV2YXJsYSB1biBQb2vDqW1vbi4gQXVtZW50YSBsaWdlcmFtZW50ZQpsYSBwcmVjaXNpw7NuIGRlIGxvcyBtb3ZpbWllbnRvcy4=
266	muscle-band	Q2ludGEgRnVlcnRl	Q2ludGEgZGVsIHBlbG8gcXVlIGF1bWVudGEgbGlnZXJhbWVudGUgbGEgcG90ZW5jaWEKZGUgbG9zIGF0YXF1ZXMgZsOtc2ljb3MuIERlYmUgbGxldmFybGEgdW4gUG9rw6ltb24u
267	wise-glasses	R2FmYXMgRXNwZWNpYWxlcw==	UG90ZW5jaWFuIGxpZ2VyYW1lbnRlIGxvcyBhdGFxdWVzIGVzcGVjaWFsZXMuCkRlYmUgbGxldmFybGFzIHVuIFBva8OpbW9uLg==
268	expert-belt	Q2ludGEgRXhwZXJ0bw==	UG90ZW5jaWEgbGlnZXJhbWVudGUgbG9zIG1vdmltaWVudG9zCnN1cGVyZWZpY2FjZXMuIERlYmUgbGxldmFybGEgdW4gUG9rw6ltb24u
269	light-clay	UmVmbGVsdXo=	UHJvbG9uZ2EgbGEgZHVyYWNpw7NuIGRlIGJhcnJlcmFzIGNvbW8gUmVmbGVqbyB5ClBhbnRhbGxhIGRlIEx1ei4gRGViZSBsbGV2YXJsYSB1biBQb2vDqW1vbi4=
270	life-orb	VmlkYXNmZXJh	UG90ZW5jaWEgbG9zIG1vdmltaWVudG9zLCBwZXJvIGNvbnN1bWUgUFMgY29uCmNhZGEgYXRhcXVlLiBEZWJlIGxsZXZhcmxhIHVuIFBva8OpbW9uLg==
271	power-herb	SGllcmJhIMOabmljYQ==	UGVybWl0ZSBlbCB1c28gaW5tZWRpYXRvIGRlIGN1YWxxdWllciBtb3ZpbWllbnRvCmVuIGVsIHByaW1lciB0dXJuby4gRXMgZGUgdW4gc29sbyB1c28geSBkZWJlCmxsZXZhcmxhIHVuIFBva8OpbW9uLg==
272	toxic-orb	VG94aXNmZXJh	RXh0cmHDsWEgZXNmZXJhIHF1ZSBlbnZlbmVuYSBncmF2ZW1lbnRlIGFsClBva8OpbW9uIHF1ZSBsYSBsbGV2YSBlbiBjb21iYXRlLg==
273	flame-orb	TGxhbWFzZmVyYQ==	RXh0cmHDsWEgZXNmZXJhIHF1ZSBjYXVzYSBxdWVtYWR1cmFzIGFsIFBva8OpbW9uCnF1ZSBsYSBsbGV2YSBlbiBjb21iYXRlLg==
274	quick-powder	UG9sdm8gVmVsb3o=	RGViZSBsbGV2YXJsbyBEaXR0by4gRXMgdW4gcG9sdm8gbXV5IGZpbm8sIHBlcm8KYSBsYSB2ZXogcG9kZXJvc28sIHF1ZSBhdW1lbnRhIHN1IFZlbG9jaWRhZC4=
275	focus-sash	QmFuZGEgQWd1YW50ZQ==	U2kgZWwgUG9rw6ltb24gcXVlIGxhIGxsZXZhIHRpZW5lIGxvcyBQUyBhbCBtw6F4aW1vLApwdWVkZSByZXNpc3RpciB1biBnb2xwZSBxdWUgbG8gZGVqYXLDrWEgSy4gTy4geSBzZQpxdWVkYSBjb24gMSBQUy4=
276	zoom-lens	VGVsZXNjb3Bpbw==	RGViZSBsbGV2YXJsbyB1biBQb2vDqW1vbi4gU2kgc2UgbXVldmUgZGVzcHXDqXMKZGVsIGVuZW1pZ28sIGF1bWVudGEgbGEgUHJlY2lzacOzbiBkZWwgUG9rw6ltb24u
277	metronome	TWV0csOzbm9tbw==	UG90ZW5jaWEgdW4gbW92aW1pZW50byBxdWUgc2UgdXNlIGRlIGZvcm1hCmNvbnNlY3V0aXZhLiBQZXJvIGVsIGVmZWN0byBzZSBwaWVyZGUgc2kgc2UKZW1wbGVhIG90cm8gbW92aW1pZW50by4=
278	iron-ball	Qm9sYSBGw6lycmVh	UmVkdWNlIGxhIFZlbG9jaWRhZC4gTG9zIFBva8OpbW9uIHF1ZSBsZXZpdGFuIHkKbG9zIGRlIHRpcG8gVm9sYWRvciBzZSB0b3JuYW4gc2Vuc2libGVzIGEKbW92aW1pZW50b3MgZGUgdGlwbyBUaWVycmEu
279	lagging-tail	Q29sYSBQbMO6bWJlYQ==	RXMgbXV5IHBlc2FkYSB5IGhhY2UgcXVlIGVsIFBva8OpbW9uIHF1ZSBsYQpsbGV2YSBzZSBtdWV2YSBtw6FzIGxlbnRvIGRlIGxvIG5vcm1hbC4=
280	destiny-knot	TGF6byBEZXN0aW5v	VW4gaGlsbyBsYXJnbyB5IGRlbGdhZG8gZGUgY29sb3Igcm9qbyBxdWUgdHJhbnNtaXRlCmVsIGVuYW1vcmFtaWVudG8gZGVsIFBva8OpbW9uIHF1ZSBsbyBsbGV2YSBhIHN1Cm9iamV0aXZvLg==
281	black-sludge	TG9kbyBOZWdybw==	UmVzdGF1cmEgZ3JhZHVhbG1lbnRlIGxvcyBQUyBkZSBsb3MgUG9rw6ltb24gZGUKdGlwbyBWZW5lbm8geSBkYcOxYSBhIHRvZG9zIGxvcyBkZW3DoXMu
282	icy-rock	Um9jYSBIZWxhZGE=	UHJvbG9uZ2EgbGEgZHVyYWNpw7NuIGRlbCBtb3ZpbWllbnRvIEdyYW5pem8gcXVlCnVzZSBlbCBQb2vDqW1vbiBxdWUgbGEgbGxldmEu
283	smooth-rock	Um9jYSBTdWF2ZQ==	UHJvbG9uZ2EgbGEgZHVyYWNpw7NuIGRlbCBtb3ZpbWllbnRvIFRvcm1lbnRhIGRlCkFyZW5hIHF1ZSB1c2UgZWwgUG9rw6ltb24gcXVlIGxhIGxsZXZhLg==
284	heat-rock	Um9jYSBDYWxvcg==	UHJvbG9uZ2EgbGEgZHVyYWNpw7NuIGRlbCBtb3ZpbWllbnRvIETDrWEgU29sZWFkbwpxdWUgdXNlIGVsIFBva8OpbW9uIHF1ZSBsYSBsbGV2YS4=
285	damp-rock	Um9jYSBMbHV2aWE=	UHJvbG9uZ2EgbGEgZHVyYWNpw7NuIGRlbCBtb3ZpbWllbnRvIERhbnphIExsdXZpYQpxdWUgdXNlIGVsIFBva8OpbW9uIHF1ZSBsYSBsbGV2YS4=
286	grip-claw	R2FycmEgR2FyZmlv	UHJvbG9uZ2EgbGEgZHVyYWNpw7NuIGRlIGF0YXF1ZXMgbXVsdGl0dXJubyBjb21vCkF0YWR1cmEgeSBDb25zdHJpY2Npw7NuIHNpIGxhIGxsZXZhIHVuIFBva8OpbW9uLg==
287	choice-scarf	UGHDsXVlbG8gRWxlY2Npw7Nu	RGViZSBsbGV2YXJsbyB1biBQb2vDqW1vbi4gUG90ZW5jaWEgbGEgVmVsb2NpZGFkLApwZXJvIHNvbG8gcGVybWl0ZSB1c2FyIHVuIG1vdmltaWVudG8u
288	sticky-barb	VG94aWVzdHJlbGxh	RGHDsWEgZW4gY2FkYSB0dXJubyBhbCBQb2vDqW1vbiBxdWUgbGEgbGxldmEuIFB1ZWRlCmFkaGVyaXJzZSBhbCBQb2vDqW1vbiBxdWUgYWxjYW5jZSBjb24gc3UgYXRhcXVlCmFsIHBvcnRhZG9yLg==
289	power-bracer	QnJhemFsIFJlY2lv	UG90ZW5jaWEgZWwgQXRhcXVlIGRlIGJhc2UsIHBlcm8gcmVkdWNlIGxhClZlbG9jaWRhZCBlbiBjb21iYXRlLiBEZWJlIGxsZXZhcmxvIHVuIFBva8OpbW9uLg==
290	power-belt	Q2ludG8gUmVjaW8=	UG90ZW5jaWEgbGEgRGVmZW5zYSBkZSBiYXNlLCBwZXJvIHJlZHVjZSBsYQpWZWxvY2lkYWQgZW4gY29tYmF0ZS4gRGViZSBsbGV2YXJsbyB1biBQb2vDqW1vbi4=
291	power-lens	TGVudGUgUmVjaWE=	UG90ZW5jaWEgZWwgQXRhcXVlIEVzcGVjaWFsIGRlIGJhc2UsIHBlcm8gcmVkdWNlCmxhIFZlbG9jaWRhZCBlbiBjb21iYXRlLiBEZWJlIGxsZXZhcmxhIHVuClBva8OpbW9uLg==
292	power-band	QmFuZGEgUmVjaWE=	UG90ZW5jaWEgbGEgRGVmZW5zYSBFc3BlY2lhbCBkZSBiYXNlLCBwZXJvCnJlZHVjZSBsYSBWZWxvY2lkYWQgZW4gY29tYmF0ZS4gRGViZSBsbGV2YXJsYQp1biBQb2vDqW1vbi4=
293	power-anklet	RnJhbmphIFJlY2lh	UG90ZW5jaWEgbGEgVmVsb2NpZGFkIGRlIGJhc2UsIHBlcm8gcmVkdWNlIGxhClZlbG9jaWRhZCBlbiBjb21iYXRlLiBEZWJlIGxsZXZhcmxhIHVuIFBva8OpbW9uLg==
294	power-weight	UGVzYSBSZWNpYQ==	TWVqb3JhIGxvcyBQUyBkZSBiYXNlLCBwZXJvIHJlZHVjZSBsYSBWZWxvY2lkYWQKZW4gY29tYmF0ZS4gRGViZSBsbGV2YXJsYSB1biBQb2vDqW1vbi4=
295	shed-shell	TXVkYSBDb25jaGE=	RW4gY29tYmF0ZSwgZXN0YSBjb25jaGEgZGVzZWNoYWRhIHNpcnZlIHBhcmEKcXVlIHVuIFBva8OpbW9uIHNlIGNhbWJpZSBwb3Igb3RybyBxdWUgbm8gZXN0w6kKY29tYmF0aWVuZG8u
296	big-root	UmHDrXogR3JhbmRl	RWwgUG9rw6ltb24gcXVlIGxhIGxsZXZhIHJlY3VwZXJhIG3DoXMgUFMgYWwgdXNhcgptb3ZpbWllbnRvcyBxdWUgZHJlbmFuIGFsIG9iamV0aXZvLg==
297	choice-specs	R2FmYXMgRWxlY2Npw7Nu	QXVtZW50YW4gbGEgcG90ZW5jaWEgZGUgbG9zIGF0YXF1ZXMgZXNwZWNpYWxlcwpkZWwgUG9rw6ltb24gcXVlIGxhcyBsbGV2YSwgcGVybyBzb2xvIGxlIHBlcm1pdGVuCnVzYXIgdW4gbW92aW1pZW50by4=
298	flame-plate	VGFibGEgTGxhbWE=	VGFibGEgZGUgcGllZHJhIHF1ZSBwb3RlbmNpYSBsb3MgbW92aW1pZW50b3MgZGUKdGlwbyBGdWVnby4gRGViZSBsbGV2YXJsYSB1biBQb2vDqW1vbi4=
299	splash-plate	VGFibGEgTGluZmE=	VGFibGEgZGUgcGllZHJhIHF1ZSBwb3RlbmNpYSBsb3MgbW92aW1pZW50b3MgZGUKdGlwbyBBZ3VhLiBEZWJlIGxsZXZhcmxhIHVuIFBva8OpbW9uLg==
300	zap-plate	VGFibGEgVHJ1ZW5v	VGFibGEgZGUgcGllZHJhIHF1ZSBwb3RlbmNpYSBsb3MgbW92aW1pZW50b3MgZGUKdGlwbyBFbMOpY3RyaWNvLiBEZWJlIGxsZXZhcmxhIHVuIFBva8OpbW9uLg==
301	meadow-plate	VGFibGEgUHJhZGFs	VGFibGEgZGUgcGllZHJhIHF1ZSBwb3RlbmNpYSBsb3MgbW92aW1pZW50b3MgZGUKdGlwbyBQbGFudGEuIERlYmUgbGxldmFybGEgdW4gUG9rw6ltb24u
302	icicle-plate	VGFibGEgSGVsYWRh	VGFibGEgZGUgcGllZHJhIHF1ZSBwb3RlbmNpYSBsb3MgbW92aW1pZW50b3MgZGUKdGlwbyBIaWVsby4gRGViZSBsbGV2YXJsYSB1biBQb2vDqW1vbi4=
303	fist-plate	VGFibGEgRnVlcnRl	VGFibGEgZGUgcGllZHJhIHF1ZSBwb3RlbmNpYSBsb3MgbW92aW1pZW50b3MgZGUKdGlwbyBMdWNoYS4gRGViZSBsbGV2YXJsYSB1biBQb2vDqW1vbi4=
304	toxic-plate	VGFibGEgVMOzeGljYQ==	VGFibGEgZGUgcGllZHJhIHF1ZSBwb3RlbmNpYSBsb3MgbW92aW1pZW50b3MgZGUKdGlwbyBWZW5lbm8uIERlYmUgbGxldmFybGEgdW4gUG9rw6ltb24u
305	earth-plate	VGFibGEgVGVycmF4	VGFibGEgZGUgcGllZHJhIHF1ZSBwb3RlbmNpYSBsb3MgbW92aW1pZW50b3MgZGUKdGlwbyBUaWVycmEuIERlYmUgbGxldmFybGEgdW4gUG9rw6ltb24u
306	sky-plate	VGFibGEgQ2llbG8=	VGFibGEgZGUgcGllZHJhIHF1ZSBwb3RlbmNpYSBsb3MgbW92aW1pZW50b3MgZGUKdGlwbyBWb2xhZG9yLiBEZWJlIGxsZXZhcmxhIHVuIFBva8OpbW9uLg==
307	mind-plate	VGFibGEgTWVudGFs	VGFibGEgZGUgcGllZHJhIHF1ZSBwb3RlbmNpYSBsb3MgbW92aW1pZW50b3MgZGUKdGlwbyBQc8OtcXVpY28uIERlYmUgbGxldmFybGEgdW4gUG9rw6ltb24u
308	insect-plate	VGFibGEgQmljaG8=	VGFibGEgZGUgcGllZHJhIHF1ZSBwb3RlbmNpYSBsb3MgbW92aW1pZW50b3MgZGUKdGlwbyBCaWNoby4gRGViZSBsbGV2YXJsYSB1biBQb2vDqW1vbi4=
309	stone-plate	VGFibGEgUMOpdHJlYQ==	VGFibGEgZGUgcGllZHJhIHF1ZSBwb3RlbmNpYSBsb3MgbW92aW1pZW50b3MgZGUKdGlwbyBSb2NhLiBEZWJlIGxsZXZhcmxhIHVuIFBva8OpbW9uLg==
310	spooky-plate	VGFibGEgVGVycm9y	VGFibGEgZGUgcGllZHJhIHF1ZSBwb3RlbmNpYSBsb3MgbW92aW1pZW50b3MgZGUKdGlwbyBGYW50YXNtYS4gRGViZSBsbGV2YXJsYSB1biBQb2vDqW1vbi4=
311	draco-plate	VGFibGEgRHJhY28=	VGFibGEgZGUgcGllZHJhIHF1ZSBwb3RlbmNpYSBsb3MgbW92aW1pZW50b3MgZGUKdGlwbyBEcmFnw7NuLiBEZWJlIGxsZXZhcmxhIHVuIFBva8OpbW9uLg==
312	dread-plate	VGFibGEgT3NjdXJh	VGFibGEgZGUgcGllZHJhIHF1ZSBwb3RlbmNpYSBsb3MgbW92aW1pZW50b3MgZGUKdGlwbyBTaW5pZXN0cm8uIERlYmUgbGxldmFybGEgdW4gUG9rw6ltb24u
